date,home_team,away_team,home_score,away_score,tournament,country,neutral
27/05/2015,South Africa,Malawi,0,0,COSAFA Cup,South Africa,FALSE
27/05/2015,Zambia,Ghana,3,0,COSAFA Cup,South Africa,TRUE
28/05/2015,Namibia,Madagascar,3,2,COSAFA Cup,South Africa,TRUE
28/05/2015,Mozambique,Botswana,2,1,COSAFA Cup,South Africa,TRUE
29/05/2015,Laos,Afghanistan,0,2,Friendly,Laos,FALSE
29/05/2015,Malawi,Zambia,1,0,COSAFA Cup,South Africa,TRUE
30/05/2015,Jordan,Lebanon,0,0,Friendly,Jordan,FALSE
30/05/2015,Bangladesh,Singapore,1,2,Friendly,Bangladesh,FALSE
30/05/2015,Bahrain,Oman,0,0,Friendly,Bahrain,FALSE
30/05/2015,Madagascar,Botswana,2,1,COSAFA Cup,South Africa,TRUE
30/05/2015,Namibia,Mozambique,2,0,COSAFA Cup,South Africa,TRUE
30/05/2015,Mexico,Guatemala,3,0,Friendly,Mexico,FALSE
31/05/2015,Northern Ireland,Qatar,1,1,Friendly,England,TRUE
31/05/2015,Honduras,El Salvador,2,0,Friendly,United States,TRUE
02/06/2015,Bangladesh,Afghanistan,1,1,Friendly,Bangladesh,FALSE
02/06/2015,Cambodia,Laos,1,1,Friendly,Cambodia,FALSE
03/06/2015,Peru,Mexico,1,1,Friendly,Peru,FALSE
03/06/2015,Panama,Ecuador,1,1,Friendly,Panama,FALSE
04/06/2015,Ireland,Northern Ireland,0,0,Friendly,Ireland,FALSE
05/06/2015,Oman,Syria,1,2,Friendly,Oman,FALSE
05/06/2015,Cambodia,Myanmar,1,0,Friendly,Thailand,TRUE
05/06/2015,Thailand,Bahrain,1,1,Friendly,Thailand,FALSE
05/06/2015,Jordan,Kuwait,2,2,Friendly,Turkey,TRUE
05/06/2015,Scotland,Qatar,1,0,Friendly,Scotland,FALSE
05/06/2015,Netherlands,United States,3,4,Friendly,Netherlands,FALSE
05/06/2015,Chile,El Salvador,1,0,Friendly,Chile,FALSE
05/06/2015,Curaçao,Trinidad and Tobago,1,0,Friendly,Curaçao,FALSE
05/06/2015,Bermuda,Puerto Rico,1,1,Friendly,Bermuda,FALSE
05/06/2015,Hungary,Lithuania,4,0,Friendly,Hungary,FALSE
06/06/2015,Malaysia,Hong Kong,0,0,Friendly,Malaysia,FALSE
06/06/2015,Singapore,Brunei,5,1,Friendly,Singapore,FALSE
06/06/2015,Rwanda,Kenya,0,0,Friendly tournament,Rwanda,FALSE
06/06/2015,Libya,Mali,2,2,Friendly,Morocco,TRUE
06/06/2015,Cameroon,Burkina Faso,3,2,Friendly,France,TRUE
06/06/2015,Niger,Gabon,2,1,Friendly,Niger,FALSE
06/06/2015,Chad,Guinea,2,1,Friendly,France,TRUE
06/06/2015,Andorra,Equatorial Guinea,0,1,Friendly,Andorra,FALSE
06/06/2015,Colombia,Costa Rica,1,0,Friendly,Argentina,TRUE
06/06/2015,Uruguay,Guatemala,5,1,Friendly,Uruguay,FALSE
06/06/2015,Paraguay,Honduras,2,2,Friendly,Paraguay,FALSE
06/06/2015,Ecuador,Panama,4,0,Friendly,Ecuador,FALSE
06/06/2015,Argentina,Bolivia,5,0,Friendly tournament,Argentina,FALSE
07/06/2015,Kenya,South Sudan,2,0,Friendly tournament,Rwanda,TRUE
07/06/2015,Ethiopia,Zambia,0,1,Friendly,Ethiopia,FALSE
07/06/2015,Brazil,Mexico,2,0,Friendly,Brazil,FALSE
07/06/2015,Nicaragua,Suriname,1,0,World Cup qualifier,Nicaragua,FALSE
07/06/2015,Ireland,England,0,0,Friendly,Ireland,FALSE
07/06/2015,France,Belgium,3,4,Friendly,France,FALSE
07/06/2015,Russia,Belarus,4,2,Friendly,Russia,FALSE
07/06/2015,Croatia,Gibraltar,4,0,Friendly,Croatia,FALSE
07/06/2015,Serbia,Azerbaijan,4,1,Friendly,Austria,TRUE
08/06/2015,Egypt,Malawi,2,1,Friendly,Egypt,FALSE
08/06/2015,Ghana,Togo,1,0,Friendly,Ghana,FALSE
08/06/2015,Norway,Sweden,0,0,Friendly,Norway,FALSE
08/06/2015,Denmark,Montenegro,2,1,Friendly,Denmark,FALSE
08/06/2015,Malta,Lithuania,2,0,Friendly,Malta,FALSE
08/06/2015,Turkey,Bulgaria,4,0,Friendly,Turkey,FALSE
09/06/2015,Uganda,Gambia,1,1,Friendly,Uganda,FALSE
09/06/2015,Cameroon,DR Congo,1,1,Friendly,Belgium,TRUE
09/06/2015,Finland,Estonia,0,2,Friendly,Finland,FALSE
09/06/2015,Luxembourg,Moldova,0,0,Friendly,Luxembourg,FALSE
09/06/2015,Ukraine,Georgia,2,1,Friendly,Austria,TRUE
10/06/2015,Germany,United States,1,2,Friendly,Germany,FALSE
10/06/2015,Aruba,Barbados,0,2,World Cup qualifier,Aruba,FALSE
10/06/2015,Curaçao,Cuba,0,0,World Cup qualifier,Curaçao,FALSE
10/06/2015,Brazil,Honduras,1,0,Friendly,Brazil,FALSE
10/06/2015,St Vincent & Grenadines,Guyana,2,2,World Cup qualifier,St Vincent & Grenadines,FALSE
10/06/2015,Antigua and Barbuda,Saint Lucia,1,3,World Cup qualifier,Antigua and Barbuda,FALSE
10/06/2015,Switzerland,Liechtenstein,3,0,Friendly,Switzerland,FALSE
11/06/2015,Japan,Iraq,4,0,Friendly,Japan,FALSE
11/06/2015,Philippines,Bahrain,2,1,World Cup and Asian Cup qual,Philippines,FALSE
11/06/2015,India,Oman,1,2,World Cup and Asian Cup qual,India,FALSE
11/06/2015,Lebanon,Kuwait,0,1,World Cup and Asian Cup qual,Lebanon,FALSE
11/06/2015,Syria,Afghanistan,6,0,World Cup and Asian Cup qual,Iran,TRUE
11/06/2015,Uzbekistan,Iran,0,1,Friendly,Uzbekistan,FALSE
11/06/2015,South Korea,United Arab Emirates,3,0,Friendly,Malaysia,TRUE
11/06/2015,Laos,Myanmar,2,2,World Cup and Asian Cup qual,Laos,FALSE
11/06/2015,Hong Kong,Bhutan,7,0,World Cup and Asian Cup qual,Hong Kong,FALSE
11/06/2015,Cambodia,Singapore,0,4,World Cup and Asian Cup qual,Cambodia,FALSE
11/06/2015,Malaysia,East Timor,1,1,World Cup and Asian Cup qual,Malaysia,FALSE
11/06/2015,Bangladesh,Kyrgyzstan,1,3,World Cup and Asian Cup qual,Bangladesh,FALSE
11/06/2015,North Korea,Yemen,1,0,World Cup and Asian Cup qual,Qatar,TRUE
11/06/2015,Tajikistan,Jordan,1,3,World Cup and Asian Cup qual,Tajikistan,FALSE
11/06/2015,Saudi Arabia,Palestine,3,2,World Cup and Asian Cup qual,Saudi Arabia,FALSE
11/06/2015,Maldives,Qatar,0,1,World Cup and Asian Cup qual,Maldives,FALSE
11/06/2015,Guam,Turkmenistan,1,0,World Cup and Asian Cup qual,Guam,FALSE
11/06/2015,Dominica,Canada,0,2,World Cup qualifier,Dominica,FALSE
11/06/2015,Spain,Costa Rica,2,1,Friendly,Spain,FALSE
11/06/2015,Saint Kitts and Nevis,El Salvador,2,2,World Cup qualifier,Saint Kitts and Nevis,FALSE
11/06/2015,Dominican Republic,Belize,1,2,World Cup qualifier,Dominican Republic,FALSE
11/06/2015,Chile,Ecuador,2,0,Copa America,Chile,FALSE
12/06/2015,Tunisia,Djibouti,8,1,African Nations Cup qualifier,Tunisia,FALSE
12/06/2015,Morocco,Libya,1,0,African Nations Cup qualifier,Morocco,FALSE
12/06/2015,Swaziland,Guinea,2,1,African Nations Cup qualifier,Morocco,TRUE
12/06/2015,Guatemala,Bermuda,0,0,World Cup qualifier,Guatemala,FALSE
12/06/2015,Bolivia,Mexico,0,0,Copa America,Chile,TRUE
12/06/2015,Puerto Rico,Grenada,1,0,World Cup qualifier,Puerto Rico,FALSE
12/06/2015,Wales,Belgium,1,0,European Championship qual,Wales,FALSE
12/06/2015,Latvia,Netherlands,0,2,European Championship qual,Latvia,FALSE
12/06/2015,Norway,Azerbaijan,0,0,European Championship qual,Norway,FALSE
12/06/2015,Croatia,Italy,1,1,European Championship qual,Croatia,FALSE
12/06/2015,Kazakhstan,Turkey,0,1,European Championship qual,Kazakhstan,FALSE
12/06/2015,Malta,Bulgaria,0,1,European Championship qual,Malta,FALSE
12/06/2015,Bosnia and Herzegovina,Israel,3,1,European Championship qual,Bosnia and Herzegovina,FALSE
12/06/2015,Iceland,Czechia,2,1,European Championship qual,Iceland,FALSE
12/06/2015,Andorra,Cyprus,1,3,European Championship qual,Andorra,FALSE
13/06/2015,South Africa,Gambia,0,0,African Nations Cup qualifier,South Africa,FALSE
13/06/2015,Uganda,Botswana,2,0,African Nations Cup qualifier,Uganda,FALSE
13/06/2015,Malawi,Zimbabwe,1,2,African Nations Cup qualifier,Malawi,FALSE
13/06/2015,Zambia,Guinea-Bissau,0,0,African Nations Cup qualifier,Zambia,FALSE
13/06/2015,Nigeria,Chad,2,0,African Nations Cup qualifier,Nigeria,FALSE
13/06/2015,Senegal,Burundi,3,1,African Nations Cup qualifier,Senegal,FALSE
13/06/2015,Cape Verde,São Tomé and Príncipe,7,1,African Nations Cup qualifier,Cape Verde,FALSE
13/06/2015,Angola,Central African Republic,4,0,African Nations Cup qualifier,Angola,FALSE
13/06/2015,Mali,South Sudan,2,0,African Nations Cup qualifier,Mali,FALSE
13/06/2015,Burkina Faso,Comoros,2,0,African Nations Cup qualifier,Burkina Faso,FALSE
13/06/2015,Algeria,Seychelles,4,0,African Nations Cup qualifier,Algeria,FALSE
13/06/2015,Uruguay,Jamaica,1,0,Copa America,Chile,TRUE
13/06/2015,Argentina,Paraguay,2,2,Copa America,Chile,TRUE
13/06/2015,Ireland,Scotland,1,1,European Championship qual,Ireland,FALSE
13/06/2015,Northern Ireland,Romania,0,0,European Championship qual,Northern Ireland,FALSE
13/06/2015,Finland,Hungary,0,1,European Championship qual,Finland,FALSE
13/06/2015,Albania,France,1,0,Friendly,Albania,FALSE
13/06/2015,Germany,Gibraltar,7,0,European Championship qual,Portugal,TRUE
13/06/2015,Denmark,Serbia,2,0,European Championship qual,Denmark,FALSE
13/06/2015,Poland,Georgia,4,0,European Championship qual,Poland,FALSE
13/06/2015,Armenia,Portugal,2,3,European Championship qual,Armenia,FALSE
13/06/2015,Faroe Islands,Greece,2,1,European Championship qual,Faroe Islands,FALSE
14/06/2015,Egypt,Tanzania,3,0,African Nations Cup qualifier,Egypt,FALSE
14/06/2015,Congo,Kenya,1,1,African Nations Cup qualifier,Congo,FALSE
14/06/2015,DR Congo,Madagascar,2,1,African Nations Cup qualifier,DR Congo,FALSE
14/06/2015,Ghana,Mauritius,7,1,African Nations Cup qualifier,Ghana,FALSE
14/06/2015,Ethiopia,Lesotho,2,1,African Nations Cup qualifier,Ethiopia,FALSE
14/06/2015,Sudan,Sierra Leone,1,0,African Nations Cup qualifier,Sudan,FALSE
14/06/2015,Togo,Liberia,2,1,African Nations Cup qualifier,Togo,FALSE
14/06/2015,Equatorial Guinea,Benin,1,1,African Nations Cup qualifier,Equatorial Guinea,FALSE
14/06/2015,Cameroon,Mauritania,1,0,African Nations Cup qualifier,Cameroon,FALSE
14/06/2015,Gabon,Ivory Coast,0,0,Friendly,Gabon,FALSE
14/06/2015,Niger,Namibia,1,0,African Nations Cup qualifier,Niger,FALSE
14/06/2015,Mozambique,Rwanda,0,1,African Nations Cup qualifier,Mozambique,FALSE
14/06/2015,Barbados,Aruba,1,0,World Cup qualifier,Barbados,FALSE
14/06/2015,Cuba,Curaçao,1,1,World Cup qualifier,Cuba,FALSE
14/06/2015,Guyana,St Vincent & Grenadines,4,4,World Cup qualifier,Guyana,FALSE
14/06/2015,Antigua and Barbuda,Saint Lucia,4,1,World Cup qualifier,Antigua and Barbuda,FALSE
14/06/2015,Belize,Dominican Republic,3,0,World Cup qualifier,Belize,FALSE
14/06/2015,Brazil,Peru,2,1,Copa America,Chile,TRUE
14/06/2015,Venezuela,Colombia,1,0,Copa America,Chile,TRUE
14/06/2015,Slovenia,England,2,3,European Championship qual,Slovenia,FALSE
14/06/2015,Russia,Austria,0,1,European Championship qual,Russia,FALSE
14/06/2015,Lithuania,Switzerland,1,2,European Championship qual,Lithuania,FALSE
14/06/2015,Sweden,Montenegro,3,1,European Championship qual,Sweden,FALSE
14/06/2015,Ukraine,Luxembourg,3,0,European Championship qual,Ukraine,FALSE
14/06/2015,Estonia,San Marino,2,0,European Championship qual,Estonia,FALSE
14/06/2015,Belarus,Spain,0,1,European Championship qual,Belarus,FALSE
14/06/2015,Slovakia,Macedonia,2,1,European Championship qual,Slovakia,FALSE
14/06/2015,Liechtenstein,Moldova,1,1,European Championship qual,Liechtenstein,FALSE
15/06/2015,Bermuda,Guatemala,0,1,World Cup qualifier,Bermuda,FALSE
15/06/2015,Chile,Mexico,3,3,Copa America,Chile,FALSE
15/06/2015,Bolivia,Ecuador,3,2,Copa America,Chile,TRUE
16/06/2015,Japan,Singapore,0,0,World Cup and Asian Cup qual,Japan,FALSE
16/06/2015,Philippines,Yemen,2,0,World Cup and Asian Cup qual,Qatar,TRUE
16/06/2015,Kyrgyzstan,Australia,1,2,World Cup and Asian Cup qual,Kyrgyzstan,FALSE
16/06/2015,Bhutan,China,0,6,World Cup and Asian Cup qual,Bhutan,FALSE
16/06/2015,Guam,India,2,1,World Cup and Asian Cup qual,Guam,FALSE
16/06/2015,Laos,Lebanon,0,2,World Cup and Asian Cup qual,Laos,FALSE
16/06/2015,Cambodia,Afghanistan,0,1,World Cup and Asian Cup qual,Cambodia,FALSE
16/06/2015,Turkmenistan,Iran,1,1,World Cup and Asian Cup qual,Turkmenistan,FALSE
16/06/2015,South Korea,Myanmar,2,0,World Cup and Asian Cup qual,Thailand,TRUE
16/06/2015,Taiwan,Thailand,0,2,World Cup and Asian Cup qual,Taiwan,FALSE
16/06/2015,Hong Kong,Maldives,2,0,World Cup and Asian Cup qual,Hong Kong,FALSE
16/06/2015,Malaysia,Palestine,0,6,World Cup and Asian Cup qual,Malaysia,FALSE
16/06/2015,North Korea,Uzbekistan,4,2,World Cup and Asian Cup qual,North Korea,FALSE
16/06/2015,Jordan,Trinidad and Tobago,3,0,Friendly,Jordan,FALSE
16/06/2015,East Timor,United Arab Emirates,0,1,World Cup and Asian Cup qual,East Timor,FALSE
16/06/2015,Bangladesh,Tajikistan,1,1,World Cup and Asian Cup qual,Bangladesh,FALSE
16/06/2015,South Africa,Angola,2,1,Friendly,South Africa,FALSE
16/06/2015,Canada,Dominica,4,0,World Cup qualifier,Canada,FALSE
16/06/2015,El Salvador,Saint Kitts and Nevis,4,1,World Cup qualifier,El Salvador,FALSE
16/06/2015,Paraguay,Jamaica,1,0,Copa America,Chile,TRUE
16/06/2015,Suriname,Nicaragua,1,3,World Cup qualifier,Suriname,FALSE
16/06/2015,Grenada,Puerto Rico,2,0,World Cup qualifier,Grenada,FALSE
16/06/2015,Argentina,Uruguay,1,0,Copa America,Chile,TRUE
16/06/2015,Portugal,Italy,1,0,Friendly,Switzerland,TRUE
16/06/2015,Poland,Greece,0,0,Friendly,Poland,FALSE
17/06/2015,Colombia,Brazil,1,0,Copa America,Chile,TRUE
18/06/2015,Peru,Venezuela,1,0,Copa America,Chile,TRUE
19/06/2015,Ecuador,Mexico,2,1,Copa America,Chile,TRUE
19/06/2015,Chile,Bolivia,5,0,Copa America,Chile,FALSE
20/06/2015,Argentina,Jamaica,1,0,Copa America,Chile,TRUE
20/06/2015,Paraguay,Uruguay,1,1,Copa America,Chile,TRUE
21/06/2015,Brazil,Venezuela,2,1,Copa America,Chile,TRUE
21/06/2015,Colombia,Peru,0,0,Copa America,Chile,TRUE
24/06/2015,Chile,Uruguay,1,0,Copa America,Chile,FALSE
25/06/2015,Peru,Bolivia,3,1,Copa America,Chile,TRUE
26/06/2015,Argentina,Colombia,0,0,Copa America,Chile,TRUE
27/06/2015,Costa Rica,Mexico,2,2,Friendly,United States,TRUE
27/06/2015,Brazil,Paraguay,1,1,Copa America,Chile,TRUE
29/06/2015,Chile,Peru,2,1,Copa America,Chile,FALSE
30/06/2015,Argentina,Paraguay,6,1,Copa America,Chile,TRUE
01/07/2015,Honduras,Mexico,0,0,Friendly,United States,TRUE
03/07/2015,United States,Guatemala,4,0,Friendly,United States,FALSE
03/07/2015,Trinidad and Tobago,Haiti,1,0,Friendly,United States,TRUE
03/07/2015,Peru,Paraguay,2,0,Copa America,Chile,TRUE
04/07/2015,Chile,Argentina,0,0,Copa America,Chile,FALSE
06/07/2015,Malawi,Uganda,1,0,Friendly,Malawi,FALSE
07/07/2015,United States,Honduras,2,1,CONCACAF Championship,United States,FALSE
07/07/2015,Haiti,Panama,1,1,CONCACAF Championship,United States,TRUE
08/07/2015,Canada,El Salvador,0,0,CONCACAF Championship,United States,TRUE
08/07/2015,Costa Rica,Jamaica,2,2,CONCACAF Championship,United States,TRUE
09/07/2015,Trinidad and Tobago,Guatemala,3,1,CONCACAF Championship,United States,TRUE
09/07/2015,Mexico,Cuba,6,0,CONCACAF Championship,United States,TRUE
10/07/2015,United States,Haiti,1,0,CONCACAF Championship,United States,FALSE
10/07/2015,Honduras,Panama,1,1,CONCACAF Championship,United States,TRUE
11/07/2015,Jamaica,Canada,1,0,CONCACAF Championship,United States,TRUE
11/07/2015,Costa Rica,El Salvador,1,1,CONCACAF Championship,United States,TRUE
12/07/2015,Guatemala,Mexico,0,0,CONCACAF Championship,United States,TRUE
12/07/2015,Trinidad and Tobago,Cuba,2,0,CONCACAF Championship,United States,TRUE
13/07/2015,United States,Panama,1,1,CONCACAF Championship,United States,FALSE
13/07/2015,Haiti,Honduras,1,0,CONCACAF Championship,United States,TRUE
14/07/2015,Canada,Costa Rica,0,0,CONCACAF Championship,Canada,FALSE
14/07/2015,Jamaica,El Salvador,1,0,CONCACAF Championship,Canada,TRUE
15/07/2015,Cuba,Guatemala,1,0,CONCACAF Championship,United States,TRUE
15/07/2015,Mexico,Trinidad and Tobago,4,4,CONCACAF Championship,United States,TRUE
18/07/2015,United States,Cuba,6,0,CONCACAF Championship,United States,FALSE
18/07/2015,Jamaica,Haiti,1,0,CONCACAF Championship,United States,TRUE
19/07/2015,Mexico,Costa Rica,1,0,CONCACAF Championship,United States,TRUE
19/07/2015,Panama,Trinidad and Tobago,1,1,CONCACAF Championship,United States,TRUE
22/07/2015,United States,Jamaica,1,2,CONCACAF Championship,United States,FALSE
22/07/2015,Mexico,Panama,2,1,CONCACAF Championship,United States,TRUE
25/07/2015,United States,Panama,1,1,CONCACAF Championship,United States,FALSE
26/07/2015,Mexico,Jamaica,3,1,CONCACAF Championship,United States,TRUE
31/07/2015,Mayotte,Maldives,3,1,Indian Ocean Games,Reunion,TRUE
31/07/2015,Reunion,Mauritius,1,0,Indian Ocean Games,Reunion,FALSE
02/08/2015,North Korea,Japan,2,1,East Asian Championship,China,TRUE
02/08/2015,China,South Korea,0,2,East Asian Championship,China,FALSE
02/08/2015,Maldives,Seychelles,2,1,Indian Ocean Games,Reunion,TRUE
02/08/2015,Madagascar,Mayotte,1,1,Indian Ocean Games,Reunion,TRUE
04/08/2015,Madagascar,Maldives,4,0,Indian Ocean Games,Reunion,TRUE
04/08/2015,Mayotte,Seychelles,1,0,Indian Ocean Games,Reunion,TRUE
05/08/2015,Japan,South Korea,1,1,East Asian Championship,China,TRUE
05/08/2015,China,North Korea,2,0,East Asian Championship,China,FALSE
06/08/2015,Reunion,Madagascar,1,0,Indian Ocean Games,Reunion,FALSE
06/08/2015,Mayotte,Mauritius,2,1,Indian Ocean Games,Reunion,TRUE
07/08/2015,Mauritius,Madagascar,3,1,Indian Ocean Games,Reunion,TRUE
08/08/2015,Reunion,Mayotte,3,1,Indian Ocean Games,Reunion,FALSE
09/08/2015,China,Japan,1,1,East Asian Championship,China,FALSE
09/08/2015,North Korea,South Korea,0,0,East Asian Championship,China,TRUE
19/08/2015,Fiji,Tonga,5,0,Friendly,Fiji,FALSE
20/08/2015,Cambodia,Bhutan,2,0,Friendly,Cambodia,FALSE
26/08/2015,Lebanon,Iraq,2,3,Friendly,Lebanon,FALSE
27/08/2015,Fiji,Eastern Samoa,6,0,Friendly,Fiji,FALSE
28/08/2015,United Arab Emirates,Myanmar,1,0,Friendly,United Arab Emirates,FALSE
28/08/2015,Qatar,Singapore,4,0,Friendly,Qatar,FALSE
28/08/2015,Oman,Yemen,1,0,Friendly,Oman,FALSE
28/08/2015,Libya,Tanzania,2,1,Friendly,Turkey,TRUE
28/08/2015,Rwanda,Ethiopia,3,1,Friendly,Rwanda,FALSE
28/08/2015,St Vincent & Grenadines,Barbados,2,2,Friendly,St Vincent & Grenadines,FALSE
29/08/2015,Malaysia,Bangladesh,0,0,Friendly,Malaysia,FALSE
29/08/2015,Laos,Cambodia,2,1,Friendly,Thailand,TRUE
31/08/2015,India,Nepal,0,0,Friendly,India,FALSE
31/08/2015,Lebanon,Palestine,0,0,Friendly,Lebanon,FALSE
31/08/2015,Tonga,Cook Islands,0,3,WC and Oce Cup q,Tonga,FALSE
31/08/2015,Samoa,Eastern Samoa,3,2,WC and Oce Cup q,Tonga,TRUE
01/09/2015,Congo,Ghana,2,3,Friendly,Congo,FALSE
02/09/2015,Cook Islands,Samoa,1,0,WC and Oce Cup q,Tonga,TRUE
02/09/2015,Tonga,Eastern Samoa,1,2,WC and Oce Cup q,Tonga,FALSE
03/09/2015,Japan,Cambodia,3,0,World Cup and Asian Cup qual,Japan,FALSE
03/09/2015,Philippines,Maldives,2,0,Friendly,Philippines,FALSE
03/09/2015,Australia,Bangladesh,5,0,World Cup and Asian Cup qual,Australia,FALSE
03/09/2015,China,Hong Kong,0,0,World Cup and Asian Cup qual,China,FALSE
03/09/2015,Thailand,Afghanistan,2,0,Friendly,Thailand,FALSE
03/09/2015,Iran,Guam,6,0,World Cup and Asian Cup qual,Iran,FALSE
03/09/2015,South Korea,Laos,8,0,World Cup and Asian Cup qual,South Korea,FALSE
03/09/2015,Syria,Singapore,1,0,World Cup and Asian Cup qual,Oman,TRUE
03/09/2015,Iraq,Taiwan,5,1,World Cup and Asian Cup qual,Iran,TRUE
03/09/2015,Kuwait,Myanmar,9,0,World Cup and Asian Cup qual,Qatar,TRUE
03/09/2015,United Arab Emirates,Malaysia,10,0,World Cup and Asian Cup qual,United Arab Emirates,FALSE
03/09/2015,Jordan,Kyrgyzstan,0,0,World Cup and Asian Cup qual,Jordan,FALSE
03/09/2015,Bahrain,North Korea,0,1,World Cup and Asian Cup qual,Bahrain,FALSE
03/09/2015,Saudi Arabia,East Timor,7,0,World Cup and Asian Cup qual,Saudi Arabia,FALSE
03/09/2015,Uzbekistan,Yemen,1,0,World Cup and Asian Cup qual,Uzbekistan,FALSE
03/09/2015,Oman,Turkmenistan,3,1,World Cup and Asian Cup qual,Oman,FALSE
03/09/2015,Qatar,Bhutan,15,0,World Cup and Asian Cup qual,Qatar,FALSE
03/09/2015,Cyprus,Wales,0,1,European Championship qual,Cyprus,FALSE
03/09/2015,Belgium,Bosnia and Herzegovina,3,1,European Championship qual,Belgium,FALSE
03/09/2015,Netherlands,Iceland,0,1,European Championship qual,Netherlands,FALSE
03/09/2015,Bulgaria,Norway,0,1,European Championship qual,Bulgaria,FALSE
03/09/2015,Italy,Malta,1,0,European Championship qual,Italy,FALSE
03/09/2015,Turkey,Latvia,1,1,European Championship qual,Turkey,FALSE
03/09/2015,Israel,Andorra,4,0,European Championship qual,Israel,FALSE
03/09/2015,Azerbaijan,Croatia,0,0,European Championship qual,Azerbaijan,FALSE
03/09/2015,Czechia,Kazakhstan,2,1,European Championship qual,Czechia,FALSE
04/09/2015,Djibouti,Togo,0,2,African Nations Cup qualifier,Djibouti,FALSE
04/09/2015,United States,Peru,2,1,Friendly,United States,FALSE
04/09/2015,Canada,Belize,3,0,World Cup qualifier,Canada,FALSE
04/09/2015,Curaçao,El Salvador,0,1,World Cup qualifier,Curaçao,FALSE
04/09/2015,Antigua and Barbuda,Guatemala,1,0,World Cup qualifier,Antigua and Barbuda,FALSE
04/09/2015,Mexico,Trinidad and Tobago,3,3,Friendly,United States,TRUE
04/09/2015,St Vincent & Grenadines,Aruba,2,0,World Cup qualifier,St Vincent & Grenadines,FALSE
04/09/2015,Grenada,Haiti,1,3,World Cup qualifier,Grenada,FALSE
04/09/2015,Jamaica,Nicaragua,2,3,World Cup qualifier,Jamaica,FALSE
04/09/2015,Venezuela,Honduras,0,3,Friendly,Venezuela,FALSE
04/09/2015,Panama,Uruguay,0,1,Friendly,Panama,FALSE
04/09/2015,Argentina,Bolivia,7,0,Friendly,United States,TRUE
04/09/2015,Eastern Samoa,Cook Islands,2,0,WC and Oce Cup q,Tonga,TRUE
04/09/2015,Tonga,Samoa,0,3,WC and Oce Cup q,Tonga,FALSE
04/09/2015,Georgia,Scotland,1,0,European Championship qual,Georgia,FALSE
04/09/2015,Faroe Islands,Northern Ireland,1,3,European Championship qual,Faroe Islands,FALSE
04/09/2015,Hungary,Romania,0,0,European Championship qual,Hungary,FALSE
04/09/2015,Portugal,France,0,1,Friendly,Portugal,FALSE
04/09/2015,Germany,Poland,3,1,European Championship qual,Germany,FALSE
04/09/2015,Greece,Finland,0,1,European Championship qual,Greece,FALSE
04/09/2015,Denmark,Albania,0,0,European Championship qual,Denmark,FALSE
04/09/2015,Ireland,Gibraltar,4,0,European Championship qual,Portugal,TRUE
04/09/2015,Serbia,Armenia,2,0,European Championship qual,Serbia,FALSE
05/09/2015,Mauritania,South Africa,3,1,African Nations Cup qualifier,Mauritania,FALSE
05/09/2015,Comoros,Uganda,0,1,African Nations Cup qualifier,Comoros,FALSE
05/09/2015,Tanzania,Nigeria,0,0,African Nations Cup qualifier,Tanzania,FALSE
05/09/2015,Seychelles,Ethiopia,1,1,African Nations Cup qualifier,Seychelles,FALSE
05/09/2015,Rwanda,Ghana,0,1,African Nations Cup qualifier,Rwanda,FALSE
05/09/2015,Guinea-Bissau,Congo,2,4,African Nations Cup qualifier,Guinea-Bissau,FALSE
05/09/2015,Burundi,Niger,2,0,African Nations Cup qualifier,Burundi,FALSE
05/09/2015,Gabon,Sudan,4,0,Friendly,Gabon,FALSE
05/09/2015,Liberia,Tunisia,1,0,African Nations Cup qualifier,Liberia,FALSE
05/09/2015,São Tomé and Príncipe,Morocco,0,3,African Nations Cup qualifier,São Tomé and Príncipe,FALSE
05/09/2015,Botswana,Burkina Faso,1,0,African Nations Cup qualifier,Botswana,FALSE
05/09/2015,Namibia,Senegal,0,2,African Nations Cup qualifier,Namibia,FALSE
05/09/2015,South Sudan,Equatorial Guinea,1,0,African Nations Cup qualifier,South Sudan,FALSE
05/09/2015,Brazil,Costa Rica,1,0,Friendly,United States,TRUE
05/09/2015,Chile,Paraguay,3,2,Friendly,Chile,FALSE
05/09/2015,San Marino,England,0,6,European Championship qual,San Marino,FALSE
05/09/2015,Austria,Moldova,1,0,European Championship qual,Austria,FALSE
05/09/2015,Switzerland,Slovenia,3,2,European Championship qual,Switzerland,FALSE
